Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,clean_text,polarity,subjectivity,sentiment_label,topic_id_nmf,topic_id_lda,hashtags_list
Savoring the warmth of a cup of cocoa on a chilly winter evening.   , Coziness     ,1/12/2020 18:00, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30,60, Switzerland     ,savoring warmth cup cocoa chilly winter evening,-0.6,0.9,negative,7,9,"['#Coziness', '#WarmWinterEvening']"
Heartfelt gratitude for the laughter shared during a family reunion. , Gratitude  ,12/28/2017 19:15, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22,45, Austria         ,heartfelt gratitude laughter shared family reunion,0.0,1.0,neutral,7,9,"['#Gratitude', '#FamilyLaughter']"
"Embarking on a culinary adventure, savoring exotic flavors around the world. ", Adventure ,3/2/2019 20:20, CulinaryExplorer , Twitter  , #Adventure #CulinaryJourney             ,35,70, Belgium         ,embarking culinary adventure savoring exotic flavor around world,0.25,0.5,positive,6,9,"['#Adventure', '#CulinaryJourney']"
Euphoria floods in as the final puzzle piece clicks into place.       , Euphoria   ,6/8/2022 15:30, PuzzleSolver    , Instagram , #Euphoria #PuzzleCompletion            ,20,40, Denmark         ,euphoria flood final puzzle piece click place,0.0,1.0,neutral,2,9,"['#Euphoria', '#PuzzleCompletion']"
Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. , Awe    ,8/18/2018 14:45, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18,35, Czech Republic  ,awe inspired grandeur ancient cathedral intricate architecture,0.0,0.0,neutral,9,9,"['#Awe', '#ArchitecturalGrandeur']"
Captivated by the ethereal beauty of a field filled with fireflies. , Enchantment   ,8/10/2022 22:00, NightSkyObserver , Instagram , #Enchantment #FireflyField              ,25,50, Brazil           ,captivated ethereal beauty field filled firefly,0.4,0.9,positive,6,9,"['#Enchantment', '#FireflyField']"
Immersed in the enchanting melodies of a street musician's violin. , Melodic       ,4/5/2019 17:30, MusicLover      , Twitter  , #Melodic #StreetMusic                   ,18,35, France           ,immersed enchanting melody street musician violin,0.0,0.0,neutral,7,9,"['#Melodic', '#StreetMusic']"
Joyful laughter resonates through a lively summer carnival.         , FestiveJoy    ,12/15/2020 15:45, CarnivalGoer    , Facebook , #FestiveJoy #SummerCarnival             ,22,45, Japan            ,joyful laughter resonates lively summer carnival,0.13636363636363635,0.5,positive,7,9,"['#FestiveJoy', '#SummerCarnival']"
Exploring the universe within during a mindful meditation session. , InnerJourney  ,10/20/2017 8:15, MindfulExplorer , Instagram , #InnerJourney #MeditationBliss          ,35,70, Canada           ,exploring universe within mindful meditation session,0.0,0.0,neutral,2,9,"['#InnerJourney', '#MeditationBliss']"
Soaring like a free spirit on the winds of a coastal cliff.        , Freedom       ,2/28/2021 13:00, CoastalExplorer , Twitter  , #Freedom #CoastalAdventure              ,30,60, Australia         ,soaring like free spirit wind coastal cliff,0.4,0.8,positive,0,9,"['#Freedom', '#CoastalAdventure']"
Dazzled by the elegance of a masquerade ball's dazzling costumes. , Dazzle        ,6/12/2018 20:30, MasqueradeAttendee , Facebook , #Dazzle #MasqueradeElegance            ,28,55, UK               ,dazzled elegance masquerade ball dazzling costume,0.75,1.0,positive,0,9,"['#Dazzle', '#MasqueradeElegance']"
Whimsical delight in a world of whimsical fairy tales.             , Whimsy        ,3/8/2016 14:20, FairyTaleAdventurer , Instagram , #Whimsy #FairyTaleMagic                 ,20,40, USA             ,whimsical delight world whimsical fairy tale,-0.5,0.5,negative,6,9,"['#Whimsy', '#FairyTaleMagic']"
Reflective contemplation amid the ruins of a forgotten era.        , Reflection    ,4/18/2023 17:10, RuinsExplorer   , Twitter  , #Reflection #ForgottenEra               ,18,35, Greece           ,reflective contemplation amid ruin forgotten era,0.0,0.0,neutral,0,9,"['#Reflection', '#ForgottenEra']"
Riding the adrenaline rush on a rollercoaster's wild twists.      , Adrenaline     ,7/25/2020 12:45, ThrillSeeker    , Facebook , #Adrenaline #RollercoasterThrills      ,22,45, Germany         ,riding adrenaline rush rollercoaster wild twist,0.1,0.4,positive,4,9,"['#Adrenaline', '#RollercoasterThrills']"
Harmony resonates as musicians play a symphony of unity.           , Harmony       ,11/30/2019 19:30, MusicHarmonist  , Instagram , #Harmony #MusicalUnity                   ,35,70, Sweden          ,harmony resonates musician play symphony unity,0.0,0.0,neutral,0,9,"['#Harmony', '#MusicalUnity']"
A burst of artistic creativity in the quietude of an artist's studio. , ArtisticBurst ,9/1/2015 16:00, StudioArtist    , Twitter  , #ArtisticBurst #StudioCreativity       ,15,30, Italy           ,burst artistic creativity quietude artist studio,0.3333333333333333,1.0,positive,9,9,"['#ArtisticBurst', '#StudioCreativity']"
Radiant joy akin to blossoming flowers on a sunlit spring morning. , Radiance      ,5/5/2022 10:15, SpringEnthusiast , Facebook , #Radiance #SpringBlooms                 ,25,50, Netherlands     ,radiant joy akin blossoming flower sunlit spring morning,0.8,0.2,positive,7,9,"['#Radiance', '#SpringBlooms']"
Awe-inspired by the vastness of the cosmos on a stargazing night.   , Wonder       ,7/8/2018 23:00, CosmosExplorer  , Instagram , #Wonder #StargazingAdventure            ,40,80, South Africa    ,awe inspired vastness cosmos stargazing night,0.0,0.0,neutral,9,5,"['#Wonder', '#StargazingAdventure']"
Rejuvenated by the salty breeze and the sound of waves at the seaside. , Rejuvenation ,9/20/2021 14:30, SeaBreezeLover , Twitter  , #Rejuvenation #SeasideEscape            ,18,35, Spain           ,rejuvenated salty breeze sound wave seaside,0.4,0.4,positive,6,9,"['#Rejuvenation', '#SeasideEscape']"
Whispers of inspiration from the rustling leaves in a serene forest. , Inspiration  ,11/15/2016 11:45, ForestDreamer   , Facebook , #Inspiration #ForestWhispers            ,28,55, Portugal        ,whisper inspiration rustling leaf serene forest,0.0,0.0,neutral,6,9,"['#Inspiration', '#ForestWhispers']"
Savoring the warmth of a cup of cocoa on a chilly winter evening.   , Coziness     ,1/12/2020 18:00, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30,60, Switzerland     ,savoring warmth cup cocoa chilly winter evening,-0.6,0.9,negative,7,9,"['#Coziness', '#WarmWinterEvening']"
Heartfelt gratitude for the laughter shared during a family reunion. , Gratitude  ,12/28/2017 19:15, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22,45, Austria         ,heartfelt gratitude laughter shared family reunion,0.0,1.0,neutral,7,9,"['#Gratitude', '#FamilyLaughter']"
"Embarking on a culinary odyssey, savoring flavors around the world. ", CulinaryOdyssey ,3/2/2019 20:20, CulinaryExplorer , Twitter  , #CulinaryOdyssey #FlavorsAroundTheWorld ,35,70, Belgium         ,embarking culinary odyssey savoring flavor around world,0.0,0.0,neutral,6,9,"['#CulinaryOdyssey', '#FlavorsAroundTheWorld']"
Euphoria floods in as the final puzzle piece fits perfectly.       , Euphoria     ,6/8/2022 15:30, PuzzleSolver    , Instagram , #Euphoria #PerfectPuzzle               ,20,40, Denmark         ,euphoria flood final puzzle piece fit perfectly,0.4666666666666666,0.7999999999999999,positive,4,9,"['#Euphoria', '#PerfectPuzzle']"
Awe-struck by the grandeur of an ancient cathedral's intricate architecture. , Awe    ,8/18/2018 14:45, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18,35, Czech Republic  ,awe struck grandeur ancient cathedral intricate architecture,0.0,0.0,neutral,6,9,"['#Awe', '#ArchitecturalGrandeur']"
Curiosity awakened by the mysteries of an ancient archaeological site. , Curiosity  ,11/8/2015 10:00, ArchaeologyEnthusiast , Instagram , #Curiosity #AncientMysteries          ,18,35, Australia ,curiosity awakened mystery ancient archaeological site,0.0,0.0,neutral,4,9,"['#Curiosity', '#AncientMysteries']"
Giddy with excitement as the first snowflakes dance from the sky. , Excitement   ,12/2/2020 17:30, SnowfallEnthusiast , Twitter  , #Excitement #SnowfallMagic             ,22,45, Canada         ,giddy excitement first snowflake dance sky,0.25,0.3333333333333333,positive,9,9,"['#Excitement', '#SnowfallMagic']"
Contentment envelops as the aroma of freshly baked bread fills the air. , Contentment ,6/10/2017 12:15, BreadLover     , Instagram , #Contentment #FreshBreadAroma          ,28,55, France          ,contentment envelops aroma freshly baked bread fill air,0.3,0.5,positive,7,9,"['#Contentment', '#FreshBreadAroma']"
Inspired by the resilience of a lone tree standing tall in a storm. , Resilience   ,4/15/2021 14:20, NatureResilient , Facebook , #Resilience #StandingTall              ,35,70, USA             ,inspired resilience lone tree standing tall storm,0.0,0.0,neutral,4,9,"['#Resilience', '#StandingTall']"
"Lost in the pages of a captivating novel, transported to another world. ", Immersion ,9/28/2019 19:45, Bookworm       , Twitter  , #Immersion #CaptivatingNovel           ,20,40, UK              ,lost page captivating novel transported another world,0.5,1.0,positive,6,9,"['#Immersion', '#CaptivatingNovel']"
Drenched in nostalgia while flipping through an old family photo album. , Nostalgia ,12/5/2016 21:00, FamilyHistorian , Instagram , #Nostalgia #FamilyPhotoAlbum           ,25,50, India          ,drenched nostalgia flipping old family photo album,0.1,0.2,positive,3,9,"['#Nostalgia', '#FamilyPhotoAlbum']"
Spark of inspiration ignites like a shooting star in the night sky. , Spark        ,2/10/2018 23:30, NightSkyWatcher , Facebook , #Spark #InspirationIgnited             ,30,60, Australia      ,spark inspiration ignites like shooting star night sky,0.0,0.0,neutral,9,5,"['#Spark', '#InspirationIgnited']"
Imbued with gratitude for the simple pleasure of a warm cup of tea. , Gratitude    ,2/15/2023 8:30, TeaEnthusiast  , Twitter  , #Gratitude #WarmTea                    ,18,35, Japan           ,imbued gratitude simple pleasure warm cup tea,0.3,0.47857142857142854,positive,7,9,"['#Gratitude', '#WarmTea']"
Marveling at the kaleidoscope of colors in a vibrant street market. , Marvel       ,8/22/2015 15:00, MarketExplorer , Instagram , #Marvel #ColorfulStreetMarket          ,22,45, Brazil          ,marveling kaleidoscope color vibrant street market,0.16666666666666666,0.3333333333333333,positive,6,5,"['#Marvel', '#ColorfulStreetMarket']"
Awash with serenity as the sun sets over a tranquil lakeside retreat. , Serenity   ,11/20/2020 18:45, LakesideRetreater , Facebook , #Serenity #TranquilSunset              ,28,55, Germany       ,awash serenity sun set tranquil lakeside retreat,0.0,0.0,neutral,6,9,"['#Serenity', '#TranquilSunset']"
Drowning in sorrow as memories of lost love resurface.            , Heartbreak    ,8/5/2019 21:00, LostInLove      , Instagram , #Heartbreak #LostLove                    ,15,30, USA             ,drowning sorrow memory lost love resurface,0.5,0.6,positive,0,9,"['#Heartbreak', '#LostLove']"
Numbness sets in as the weight of loneliness grows heavier.       , Loneliness    ,2/12/2021 16:45, SolitudeSeeker , Twitter  , #Loneliness #HeavyHeart                  ,18,35, Canada          ,numbness set weight loneliness grows heavier,0.0,0.0,neutral,9,9,"['#Loneliness', '#HeavyHeart']"
"Tears fall like raindrops, mourning the end of a cherished friendship. ", Grief      ,11/28/2020 14:20, FriendshipsEnd  , Facebook , #Grief #LostFriendship                  ,22,45, UK              ,tear fall like raindrop mourning end cherished friendship,0.0,0.0,neutral,3,9,"['#Grief', '#LostFriendship']"
"Despair clouds the mind, feeling adrift in an endless sea of darkness. ", Despair   ,5/15/2016 22:30, LostInDarkness  , Instagram , #Despair #EndlessDarkness               ,28,55, Australia        ,despair cloud mind feeling adrift endless sea darkness,-0.125,0.75,negative,5,9,"['#Despair', '#EndlessDarkness']"
"Shattered by betrayal, trust crumbles like fragile glass.          ", Betrayal      ,9/10/2018 13:15, BrokenTrust     , Twitter  , #Betrayal #ShatteredTrust               ,22,45, Germany         ,shattered betrayal trust crumbles like fragile glass,0.0,0.5,neutral,0,9,"['#Betrayal', '#ShatteredTrust']"
"Aching heart, the symphony of pain plays in the silence of solitude. ", Suffering ,3/20/2022 19:30, SilentSufferer  , Facebook , #Suffering #HeartacheSymphony          ,25,50, Brazil          ,aching heart symphony pain play silence solitude,0.0,0.0,neutral,0,9,"['#Suffering', '#HeartacheSymphony']"
"Emotional storm, a whirlwind of sadness engulfs every thought.    ", EmotionalStorm ,7/18/2017 17:45, StormyFeelings  , Instagram , #EmotionalStorm #SadnessWhirlwind      ,30,60, India          ,emotional storm whirlwind sadness engulfs every thought,0.0,0.65,neutral,4,9,"['#EmotionalStorm', '#SadnessWhirlwind']"
"Haunted by regrets, the ghost of the past lingers relentlessly.   ", Regret        ,12/15/2018 10:00, LingeringGhost  , Twitter  , #Regret #HauntedPast                    ,18,35, France         ,haunted regret ghost past lingers relentlessly,-0.25,0.25,negative,5,9,"['#Regret', '#HauntedPast']"
"Torn apart by grief, the echoes of loss reverberate through the soul. ", Grief      ,6/28/2015 21:15, EchoesOfLoss    , Facebook , #Grief #TornApart                       ,28,55, Italy         ,torn apart grief echo loss reverberate soul,-0.8,0.2,negative,0,9,"['#Grief', '#TornApart']"
"Isolation deepens, an emotional winter where warmth is but a distant memory. ", Isolation ,4/2/2020 14:20, WinterOfEmotions , Instagram , #Isolation #EmotionalWinter            ,35,70, Japan       ,isolation deepens emotional winter warmth distant memory,-0.05,0.5,negative,5,9,"['#Isolation', '#EmotionalWinter']"
"Soul-crushing disappointment, hopes shattered like fragile glass. ", Disappointment ,10/8/2019 18:30, ShatteredHopes  , Twitter  , #Disappointment #CrushedHopes          ,20,40, Spain        ,soul crushing disappointment hope shattered like fragile glass,-0.06666666666666665,0.6,negative,0,9,"['#Disappointment', '#CrushedHopes']"
"Painful echoes of a love once cherished, now lost in the abyss of time. ", LostLove ,11/22/2016 9:45, AbyssOfTime     , Facebook , #LostLove #PainfulEchoes               ,22,45, Netherlands  ,painful echo love cherished lost abyss time,-0.09999999999999998,0.75,negative,0,9,"['#LostLove', '#PainfulEchoes']"
"Heartache deepens, a solitary journey through the abyss of despair. ", Despair   ,8/18/2022 22:00, SolitaryDescent , Instagram , #Despair #AbyssOfHeartache             ,40,80, South Africa ,heartache deepens solitary journey abyss despair,0.0,0.0,neutral,5,9,"['#Despair', '#AbyssOfHeartache']"
"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ", Melancholy ,3/12/2017 23:30, SerenadeOfSolitude , Twitter , #Melancholy #QuietSerenade             ,18,35, UK         ,melancholy lingers bittersweet serenade quietude solitude,0.0,0.0,neutral,9,9,"['#Melancholy', '#QuietSerenade']"
"Bitterness like a poison, seeping into every crevice of the wounded heart. ", Bitterness ,12/15/2015 16:15, PoisonedHeart   , Facebook , #Bitterness #WoundedHeart              ,25,50, Australia   ,bitterness like poison seeping every crevice wounded heart,0.0,0.0,neutral,0,9,"['#Bitterness', '#WoundedHeart']"
"Emotional exhaustion, the weight of the world crushing weary shoulders. ", Exhaustion ,9/5/2021 13:30, WearySoulCrushed , Instagram , #Exhaustion #CrushedSpirit             ,35,70, Canada     ,emotional exhaustion weight world crushing weary shoulder,0.2,0.775,positive,6,9,"['#Exhaustion', '#CrushedSpirit']"
"Sorrowful echoes, a symphony of pain played by the strings of loss. ", Sorrow      ,5/22/2018 20:45, StringsOfSorrow , Twitter  , #Sorrow #SymphonyOfLoss                ,18,35, Germany     ,sorrowful echo symphony pain played string loss,0.0,0.0,neutral,0,9,"['#Sorrow', '#SymphonyOfLoss']"
"Darkness descends, engulfing the soul in the shadows of despair.  ", Darkness     ,7/10/2016 18:20, SoulInShadow    , Facebook , #Darkness #SoulEngulfed                 ,28,55, USA         ,darkness descends engulfing soul shadow despair,0.0,0.0,neutral,0,9,"['#Darkness', '#SoulEngulfed']"
"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ", Desperation ,4/30/2019 14:00, WhisperedDespair , Instagram , #Desperation #GlimmerOfHope            ,22,45, France    ,desperation whisper silent plea glimmer hope abyss,0.0,0.1,neutral,0,5,"['#Desperation', '#GlimmerOfHope']"
"Heart in ruins, the remnants of shattered dreams scattered in the wind. ", Ruins      ,1/8/2022 11:30, DreamsInWind    , Twitter  , #Ruins #ShatteredDreams                ,20,40, Brazil     ,heart ruin remnant shattered dream scattered wind,0.0,0.0,neutral,0,5,"['#Ruins', '#ShatteredDreams']"
"Shattered by the echoes of a shattered dream, fragments of hope scattered. ", Desolation ,9/10/2017 19:15, DreamEchoes , Twitter , #Desolation #ScatteredHope ,20,40, Australia ,shattered echo shattered dream fragment hope scattered,0.0,0.0,neutral,0,5,"['#Desolation', '#ScatteredHope']"
"Avoiding the thorns of regret, walking barefoot on the path of remorse. ", Regret ,4/18/2022 11:30, RemorseWalker , Instagram , #Regret #PathOfRemorse ,25,50, Canada ,avoiding thorn regret walking barefoot path remorse,0.0,0.0,neutral,8,9,"['#Regret', '#PathOfRemorse']"
"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ", Grief ,12/5/2018 21:45, JoyLabyrinth , Facebook , #Grief #LostJoyFootsteps ,18,35, USA ,labyrinth grief wall echo footstep lost joy,0.0,0.2,neutral,7,9,"['#Grief', '#LostJoyFootsteps']"
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ", Loneliness ,6/28/2016 14:20, SolitudeSeas , Twitter , #Loneliness #CrashingWaves ,22,45, UK ,soul adrift sea solitude wave loneliness crashing relentlessly,0.0,0.0,neutral,9,9,"['#Loneliness', '#CrashingWaves']"
"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ", Bitterness ,10/22/2019 17:00, PalateStainer , Instagram , #Bitterness #StainedTrust ,15,30, Germany ,bitterness betrayal taste lingers staining palate trust,0.0,0.0,neutral,0,9,"['#Bitterness', '#StainedTrust']"
"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ", Desolation ,3/15/2021 22:45, HopeRuins , Facebook , #Desolation #WhisperedLoss ,28,55, Brazil ,ruin hope echo shattered dream whisper tale loss,0.0,0.0,neutral,0,5,"['#Desolation', '#WhisperedLoss']"
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ", Heartbreak ,8/10/2017 19:30, OceanSinker , Twitter , #Heartbreak #RippleOfDespair ,22,45, France ,sinking like stone ocean heartbreak ripple sigh despair,0.0,0.0,neutral,0,9,"['#Heartbreak', '#RippleOfDespair']"
"Tears, the ink staining the pages of a journal, a testament to silent grief. ", Grief ,1/28/2023 14:30, InkJournalist , Instagram , #Grief #SilentTears ,30,60, India ,tear ink staining page journal testament silent grief,-0.4,0.15000000000000002,negative,0,9,"['#Grief', '#SilentTears']"
"In the wasteland of lost trust, the echoes of broken promises reverberate. ", Betrayal ,12/12/2016 10:00, TrustWasteland , Facebook , #Betrayal #ReverberatingPromises ,25,50, Italy ,wasteland lost trust echo broken promise reverberate,-0.4,0.4,negative,0,9,"['#Betrayal', '#ReverberatingPromises']"
"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ", Resilience ,7/18/2020 15:15, DreamTightrope , Twitter , #Resilience #TightropeWalk ,35,70, Japan ,avoiding shard shattered dream walking tightrope resilience,0.0,0.0,neutral,0,5,"['#Resilience', '#TightropeWalk']"
"Suffocating in the silence of solitude, where echoes of laughter once thrived. ", Isolation ,5/20/2022 20:30, EchoedLaughter , Instagram , #Isolation #SilentSolitude ,30,60, South Africa ,suffocating silence solitude echo laughter thrived,-0.5,0.5,negative,7,9,"['#Isolation', '#SilentSolitude']"
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ", Regret ,11/8/2019 14:45, PossibilityGhost , Twitter , #Regret #FadingPossibilities ,18,35, Spain ,haunted specter lost possibility ghost refuse fade away,0.0,0.0,neutral,0,9,"['#Regret', '#FadingPossibilities']"
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ", Despair ,3/28/2017 22:00, EndlessLabyrinth , Facebook , #Despair #EndlessReverberation ,28,55, Australia ,labyrinth despair echo broken heart reverberate endlessly,-0.2625,0.575,negative,0,9,"['#Despair', '#EndlessReverberation']"
"Sinking like autumn leaves in the river of sorrow, carried away by the current. ", Sorrow ,9/15/2020 18:15, RiverOfSorrow , Instagram , #Sorrow #AutumnLeaves ,22,45, Canada ,sinking like autumn leaf river sorrow carried away current,0.0,0.4,neutral,0,9,"['#Sorrow', '#AutumnLeaves']"
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ", Desolation ,6/10/2018 13:30, DreamGardener , Twitter , #Desolation #ShatteredHopes ,20,40, UK ,garden broken dream petal fall silent testimony shattered hope,-0.2,0.25,negative,0,5,"['#Desolation', '#ShatteredHopes']"
"Tears, the currency of grief, spent in the marketplace of lost love and longing. ", Grief ,12/22/2016 21:45, CurrencyOfTears , Facebook , #Grief #LostLoveLonging ,25,50, USA ,tear currency grief spent marketplace lost love longing,-0.13333333333333333,0.3,negative,0,9,"['#Grief', '#LostLoveLonging']"
"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ", Betrayal ,1/5/2021 16:20, MazeWanderer , Instagram , #Betrayal #ClosingWalls ,15,30, Germany ,wandering maze betrayal wall closing every wrong turn,-0.5,0.9,negative,4,9,"['#Betrayal', '#ClosingWalls']"
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ", Heartbreak ,4/18/2019 11:00, StormSeeker , Twitter , #Heartbreak #CalmAfterStorm ,22,45, Brazil ,soul weathered storm heartbreak seeking refuge calm,0.30000000000000004,0.75,positive,4,9,"['#Heartbreak', '#CalmAfterStorm']"
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ", Despair ,8/28/2017 19:30, TapestrySorrow , Facebook , #Despair #UnraveledHope ,18,35, India ,tapestry despair thread hope unravel leaving portrait sorrow,0.0,0.0,neutral,5,9,"['#Despair', '#UnraveledHope']"
"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ", Loss ,2/10/2023 14:30, WitheredRose , Instagram , #Loss #SilentSurrender ,28,55, France ,like withered rose garden love petal fall silent surrender time,0.3666666666666667,0.5499999999999999,positive,0,9,"['#Loss', '#SilentSurrender']"
"In the void of heartache, echoes of a love song play, each note a pang of longing. ", Heartache ,7/10/2022 22:15, LoveSongEcho , Instagram , #Heartache #LoveSongLonging ,30,60, Japan ,void heartache echo love song play note pang longing,0.5,0.6,positive,0,9,"['#Heartache', '#LoveSongLonging']"
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ", Nostalgia ,5/15/2019 21:30, MoonlitMemories , Twitter , #Nostalgia #CherishedMemories ,18,35, Italy ,nostalgia bittersweet dance moonlit ballroom cherished memory,0.0,0.0,neutral,9,9,"['#Nostalgia', '#CherishedMemories']"
"In the symphony of grief, each tear is a note, composing a melancholic melody. ", Grief ,11/28/2018 14:00, SymphonyOfTears , Facebook , #Grief #MelancholicMelody ,22,45, Germany ,symphony grief tear note composing melancholic melody,-0.8,0.2,negative,0,9,"['#Grief', '#MelancholicMelody']"
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ", Betrayal ,3/2/2021 17:45, VenomousGarden , Instagram , #Betrayal #PoisonedTrust ,25,50, Canada ,betrayal venomous serpent slithering garden trust poisoning root,0.0,0.0,neutral,6,9,"['#Betrayal', '#PoisonedTrust']"
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ", Despair ,10/18/2016 19:30, QuicksandFighter , Twitter , #Despair #DeepDescent ,20,40, USA ,sinking quicksand despair harder fight deeper descend,-0.1,0.0,negative,5,9,"['#Despair', '#DeepDescent']"
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ", Desolation ,8/15/2020 12:30, DreamCemetery , Facebook , #Desolation #UntoldSorrows ,28,55, France ,wandering cemetery lost dream tombstone marking untold sorrow,0.0,0.0,neutral,0,9,"['#Desolation', '#UntoldSorrows']"
"Swept away by the river of regret, the currents of the past refusing to release. ", Regret ,4/28/2017 16:20, RegretRiver , Instagram , #Regret #PastCurrents ,18,35, UK ,swept away river regret current past refusing release,-0.125,0.325,negative,5,9,"['#Regret', '#PastCurrents']"
"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ", Loss ,9/10/2019 21:00, HeartAttic , Twitter , #Loss #ForgottenLove ,22,45, Australia ,whisper lost love linger attic heart forgotten erased,0.5,0.6,positive,0,9,"['#Loss', '#ForgottenLove']"
"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ", Betrayal ,1/28/2022 13:45, PromiseGallery , Facebook , #Betrayal #ShatteredVows ,15,30, Brazil ,gallery broken promise shattered vow framed painful exhibition,-0.55,0.65,negative,0,9,"['#Betrayal', '#ShatteredVows']"
"The echoes of solitude, a silent conversation between a soul and its shadows. ", Solitude ,6/15/2016 22:30, EchoedConversation , Instagram , #Solitude #ShadowConversation ,30,60, Spain ,echo solitude silent conversation soul shadow,0.0,0.1,neutral,0,9,"['#Solitude', '#ShadowConversation']"
"Dancing on sunshine, each step a celebration of the joy found in simple moments. ", Joy ,8/20/2021 15:45, SunshineDancer , Instagram , #Joy #SimpleMoments ,40,80, USA ,dancing sunshine step celebration joy found simple moment,0.4,0.2785714285714286,positive,7,9,"['#Joy', '#SimpleMoments']"
"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ", Happiness ,4/12/2018 18:30, EchoedLaughter , Twitter , #Happiness #SpiritLifter ,35,70, Canada ,laughter echo air chorus happiness lift spirit higher,0.475,0.35,positive,7,9,"['#Happiness', '#SpiritLifter']"
"In the garden of contentment, each bloom whispers tales of inner peace and joy. ", Contentment ,2/15/2022 12:20, GardenOfJoy , Facebook , #Contentment #InnerPeace ,25,50, UK ,garden contentment bloom whisper tale inner peace joy,0.4,0.18333333333333335,positive,7,9,"['#Contentment', '#InnerPeace']"
"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ", Enthusiasm ,10/28/2019 14:15, DreamChaser , Instagram , #Enthusiasm #HopefulJourney ,30,60, Australia ,chasing dream vibrant sky journey fueled hope enthusiasm,0.16666666666666666,0.3333333333333333,positive,9,5,"['#Enthusiasm', '#HopefulJourney']"
"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ", Gratitude ,12/22/2017 21:00, StarSerenader , Twitter , #Gratitude #ThankfulMelody ,22,45, India ,serenading star heart full gratitude melody thankfulness,0.35,0.55,positive,7,5,"['#Gratitude', '#ThankfulMelody']"
"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ", Accomplishment ,6/10/2020 17:30, GlowAchiever , Facebook , #Accomplishment #HappinessMilestone ,28,55, Germany ,basking glow accomplishment milestone stepping stone happiness,0.7,0.2,positive,7,9,"['#Accomplishment', '#HappinessMilestone']"
"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ", Positivity ,9/18/2016 19:45, DanceHarmony , Instagram , #Positivity #SoulUpliftment ,18,35, France ,dance positivity every step rhythm uplifting soul harmony,0.0,0.0,neutral,9,9,"['#Positivity', '#SoulUpliftment']"
"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ", Joy ,3/10/2023 14:30, LaughterCup , Twitter , #Joy #CherishedMoment ,20,40, Japan ,overflowing joy cup laughter shared friend moment cherished,0.8,0.2,positive,7,5,"['#Joy', '#CherishedMoment']"
"Draped in the warmth of kindness, a quilt of compassion stitched with love. ", Kindness ,5/5/2019 12:15, QuiltedCompassion , Facebook , #Kindness #LoveStitches ,25,50, Brazil ,draped warmth kindness quilt compassion stitched love,0.5,0.6,positive,7,9,"['#Kindness', '#LoveStitches']"
"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ", Friendship ,8/28/2018 16:00, FriendshipGarden , Instagram , #Friendship #CamaraderieBlooms ,30,60, South Africa ,garden friendship bloom testament beauty camaraderie,0.0,0.0,neutral,6,9,"['#Friendship', '#CamaraderieBlooms']"
"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ", Love ,11/15/2022 20:45, MelodyOfLove , Twitter , #Love #RhythmOfAffection ,35,70, USA ,embrace love heartbeat melody dancing rhythm affection,0.5,0.6,positive,6,9,"['#Love', '#RhythmOfAffection']"
